sha,date,subject,files,lines,category,hint,first_file
e118a364,2026-04-15,"Feat(Messenger): webhook и push через Celery, валидация email/phone контактов",5,331,🟡featured,feat-subject-backend,backend/messenger/integrations.py
880d4456,2026-04-15,Fix(tasksapp): защита от race в generate_recurring_tasks (P1-2),3,75,❓review,fix+models-or-migrations,backend/tasksapp/migrations/0013_task_uniq_recurrence_occurrence.py
0c30357c,2026-04-15,"Perf(UI): вернули кэш TaskTypeSelectWidget, снизили частоту polling (P2-2/3, P2-6, P2-11)",5,136,🟠ux-gated,touches-templates-or-static,backend/tasksapp/signals.py
c1febf15,2026-04-15,Perf(reports): .iterator(chunk_size=500) в daily/monthly cold-call отчётах (P2-9),1,22,🟢ops,ops-subject,backend/ui/views/reports.py
801d4879,2026-04-15,Docs: Phase 2 hotfixes — sprint лог с коммитами ecefbe0..c1febf1,1,46,⚫trivial,docs-only,docs/current-sprint.md
a8e789ad,2026-04-15,Docs: problems-solved — 4 новые записи по Phase 2 hotfixes,1,124,⚫trivial,docs-only,docs/problems-solved.md
a0399841,2026-04-15,Fix(Staging): X-Forwarded-Proto — пробрасывать исходный заголовок от host nginx,1,12,🟢ops,only-ops-files,nginx/staging.conf
283c0bdf,2026-04-15,Feat(Infra): docker-compose.prod.yml — websocket (daphne) сервис для Django Channels,1,37,🟡featured,feat-subject-backend,docker-compose.prod.yml
fc98953f,2026-04-15,Docs: CLAUDE.md — секция о графе знаний graphify + .gitignore,2,33,❓review,no-heuristic-match,.gitignore
3e8df094,2026-04-15,Docs(Scope): P0-02 закрыт как намеренное бизнес-правило,2,40,❓review,no-heuristic-match,backend/accounts/scope.py
221073e7,2026-04-15,Docs: сводная запись о stale-аудите 2026-04-14,1,19,⚫trivial,docs-only,docs/problems-solved.md
14810601,2026-04-15,"Harden(UI): P0-19 — убрать Tailwind CDN, использовать только локальный build",7,63,🟠ux-gated,touches-templates-or-static,backend/crm/settings.py
284366d3,2026-04-15,Fix(Accounts): post_save signal is_staff <- (role==ADMIN),3,167,🟢ops,fix-subject-internal,backend/accounts/apps.py
45572f98,2026-04-15,Refactor(Templates): has_role templatetag + убрать хардкоды ролей,7,152,🟠ux-gated,touches-templates-or-static,backend/accounts/templatetags/__init__.py
e7e09bfc,2026-04-15,Feat(Accounts): роль TENDERIST - read-only участник тендерного отдела,7,227,🟡featured,feat-subject-backend,backend/accounts/migrations/0013_add_tenderist_role.py
9c60d1bb,2026-04-15,UI(i18n): Филиал → Подразделение в текстах шаблонов и verbose_name,37,238,🟠ux-gated,ui-subject,backend/accounts/models.py
8b5aee49,2026-04-15,Build(Tailwind): расширение дизайн-токенов (brand palette + семантика + shadows),1,92,🟢ops,ops-subject,tailwind.config.js
51b7ca7b,2026-04-15,Chore(ui): remove unused imports in view files,7,10,❓review,no-heuristic-match,backend/ui/views/company_detail.py
e0286103,2026-04-15,Docs: current-sprint — K1..K6 подготовка перед редизайном,1,35,⚫trivial,docs-only,docs/current-sprint.md
24ea4be3,2026-04-15,Feat(UI): Шаг 1 — preview редизайна рабочего стола (dashboard v2),5,509,🟠ux-gated,touches-templates-or-static,backend/templates/ui/dashboard_v2.html
5b16171f,2026-04-15,Feat(UI): Шаг 2 — preview редизайна списка задач (tasks v2),5,296,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
b4a56124,2026-04-15,Feat(UI): Шаг 3 — preview редизайна списка компаний (companies v2),5,256,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
ddaefe87,2026-04-15,Feat(UI): Шаг 4 — preview редизайна админки (settings v2),5,313,🟠ux-gated,touches-templates-or-static,backend/templates/ui/settings/dashboard_v2.html
0f0eaf35,2026-04-15,Docs: current-sprint — Шаги 1..4 редизайна (preview v2) завершены,1,23,⚫trivial,docs-only,docs/current-sprint.md
2a57b5a8,2026-04-15,"Feat(UI v2): фундамент редизайна — shared CSS, toggle v1↔v2, dashboard эталон",7,1457,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_styles.html
46e1a0c2,2026-04-15,Feat(UI v2): полировка tasks/companies/settings + toggle на всех v1,6,764,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list.html
0b33dcdd,2026-04-15,Docs: current-sprint — Фаза 1 редизайна v2 (визуальная полировка),1,19,⚫trivial,docs-only,docs/current-sprint.md
3835a973,2026-04-15,Feat(accounts): фильтр full_name — «Фамилия Имя» для отображения пользователя,5,59,🟠ux-gated,touches-templates-or-static,backend/accounts/templatetags/accounts_extras.py
c7723cc1,2026-04-15,Feat(UI v2): dashboard parity — deletion_requests + urgency + stale footer,1,67,🟠ux-gated,touches-templates-or-static,backend/templates/ui/dashboard_v2.html
9fec3add,2026-04-15,Feat(UI v2): task_list parity — реальные фильтры,1,78,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
dad33c3b,2026-04-15,"Feat(UI v2): task_list parity — sort, date range, bulk, remember filters",1,183,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
a2931862,2026-04-15,Docs(sprint): Фаза 2 Tasks — sort/date/bulk/remember filters,1,21,⚫trivial,docs-only,docs/current-sprint.md
a3aac5d9,2026-04-15,"Feat(UI v2): company_list parity — filters, sort, bulk transfer, remember",1,190,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
e0a85845,2026-04-15,"Feat(UI v2): settings parity — счётчики, security hint, AmoCRM hint",2,44,🟠ux-gated,touches-templates-or-static,backend/templates/ui/settings/dashboard_v2.html
39b2b4ee,2026-04-15,Docs(sprint): Фаза 2 Companies + Settings parity завершены,1,16,⚫trivial,docs-only,docs/current-sprint.md
9a19bdae,2026-04-15,UI(base): navbar v2 polish — Notion-style без изменения DOM,1,68,🟠ux-gated,ui-subject,backend/templates/ui/base.html
4da7bf08,2026-04-15,Docs(sprint): Фаза 3 navbar polish — редизайн завершён,1,12,⚫trivial,docs-only,docs/current-sprint.md
1d84432b,2026-04-15,"Feat(UI v2): company_list Phase 2 критичное — экспорт CSV, task_filter, без ответственного, per_page, can_transfer гард, bulk preview modal, apply_mode",1,216,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
7252b922,2026-04-15,"Feat(UI v2): task_list Phase 2 — inline действия, bulk reschedule, per_page, sort status/created_at/created_by, task_type badge",1,235,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
bf94d489,2026-04-15,"Feat(UI v2): dashboard Phase 2 — work_timezone badges, AJAX polling, описания задач, inline quick actions, ХЗ отчёты",1,163,🟠ux-gated,touches-templates-or-static,backend/templates/ui/dashboard_v2.html
e172f532,2026-04-15,Docs: current-sprint — Phase 2 port gaps (3 коммита на company_list_v2 / task_list_v2 / dashboard_v2),1,10,⚫trivial,docs-only,docs/current-sprint.md
c4738690,2026-04-15,Feat(UI v2): row enrichment (companies) + inline contract amount (dashboard),2,80,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
ade15cfd,2026-04-15,Docs: current-sprint — important tier v2 (c473869),1,10,⚫trivial,docs-only,docs/current-sprint.md
20d15c2a,2026-04-15,Feat(UI v2): company_list_columns + task filter chips + mine/assignee sync,2,92,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
2f768cd6,2026-04-15,Docs: current-sprint — v2 columns + task filter chips (20d15c2),1,13,⚫trivial,docs-only,docs/current-sprint.md
45e32d84,2026-04-15,Feat(UI v2): company_list_v2 — подсветка поиска в строках,1,12,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
a71336ce,2026-04-15,Docs: current-sprint — подсветка поиска v2 (45e32d8),1,7,⚫trivial,docs-only,docs/current-sprint.md
f76b1397,2026-04-15,"UI(settings): иконки v2 — аудит, импорт, колонки, статистика, кампании, автоматизация, журнал ошибок",1,14,🟠ux-gated,ui-subject,backend/templates/ui/settings/dashboard_v2.html
75ce5714,2026-04-15,Feat(ui): масштабирование v2 через CSS zoom — расширен диапазон font_scale до 0.85-1.30,3,45,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_styles.html
cb772ac9,2026-04-15,Feat(settings): v2 — 4 пресета масштаба интерфейса с live-apply и AJAX сохранением,4,142,🟠ux-gated,touches-templates-or-static,backend/templates/ui/settings/dashboard_v2.html
ff2382f8,2026-04-15,UI(tasks v2): компактный фильтр-бар — чипсы активных фильтров + popover со всеми полями,1,274,🟠ux-gated,ui-subject,backend/templates/ui/task_list_v2.html
06492865,2026-04-15,UI(companies v2): компактный фильтр-бар — чипсы активных фильтров + popover со всеми полями,1,294,🟠ux-gated,ui-subject,backend/templates/ui/company_list_v2.html
c29066bd,2026-04-15,"Docs: current-sprint — иконки v2, масштабирование UI (zoom), компактные фильтры tasks/companies",1,24,⚫trivial,docs-only,docs/current-sprint.md
78fbd275,2026-04-15,"UI(v2): popover под кнопку «Фильтр», период в одну строку, tasks row cleanup",2,372,🟠ux-gated,ui-subject,backend/templates/ui/company_list_v2.html
3cb01e05,2026-04-15,"UI(v2): bulk bar группы, company row overdue highlight + фикс счётчика задач",3,78,🟠ux-gated,ui-subject,backend/templates/ui/company_list_v2.html
f7abe3d0,2026-04-15,UI(v2): per_page в пагинации + запоминание в UiUserPreference,6,134,🟠ux-gated,ui-subject,backend/templates/ui/company_list_v2.html
d98fda08,2026-04-15,UI(v2): перенос v2-масштаба интерфейса из /settings/v2/ в /preferences/ui/,2,77,🟠ux-gated,ui-subject,backend/templates/ui/preferences_ui.html
ca9b46a8,2026-04-15,UI(v2): multi-select фильтры компаний (status/sphere/region/branch/responsible),3,194,🟠ux-gated,ui-subject,backend/templates/ui/company_list_v2.html
7e619039,2026-04-15,Feat(UI): management command seed_demo_data для наполнения дашборда,1,112,🟡featured,feat-subject-backend,backend/ui/management/commands/seed_demo_data.py
6616287c,2026-04-15,"Feat(UI-v2): v2-modal/toast компонент + дашборд: круглый чекбокс задач, перестановка блоков",5,386,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_modal.html
73572aa8,2026-04-15,Feat(UI-v2): task_create_v2_partial — создание задачи в v2-модалке (plashki + urgent),6,275,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_create_partial.html
82a33d5f,2026-04-15,Feat(UI-v2): task_view/edit_v2_partial — просмотр и редактирование в модалке,7,361,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_edit_partial.html
c20d9a66,2026-04-15,Feat(UI-v2): /tasks/ — цветной dot теперь работает как «выполнить» чекбокс,1,49,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
4212055a,2026-04-15,"UI(dashboard) + Docs: компактная шапка v2, закрываемый preview-баннер, sprint лог",4,157,🟠ux-gated,ui-subject,backend/templates/ui/dashboard_v2.html
b3808d8c,2026-04-15,"Refactor(URLs): preferences->settings, settings->admin, django-admin",47,634,🟠ux-gated,touches-templates-or-static,backend/crm/urls.py
821f5686,2026-04-15,Fix(UI): v2 task partials — подгрузка accounts_extras для фильтра full_name,2,4,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_create_partial.html
14d63e52,2026-04-15,Fix(UI): v2 task_create_v2_partial — FieldError Company.responsible,1,4,🟠ux-gated,fix+ui-touched,backend/ui/views/tasks.py
3c670d7f,2026-04-15,Docs: problems-solved — 500 в v2 task partials (full_name + FieldError),1,33,⚫trivial,docs-only,docs/problems-solved.md
88d97eeb,2026-04-15,"UI(v2): унификация task_view partial с v1 — иконки, история, комментарии, статус-кнопки",2,378,🟠ux-gated,ui-subject,backend/templates/ui/_v2/task_view_partial.html
2ccc1123,2026-04-16,"Refactor(UI): v2 → основной интерфейс, удалены v1 шаблоны и preview",29,6843,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_styles.html
86fbab25,2026-04-16,UI(v2): удалены preview-баннеры и CSS — v2 теперь без следов превью,6,90,🟠ux-gated,ui-subject,backend/templates/ui/_v2/v2_styles.html
c27f3fdb,2026-04-16,"Fix(Dashboard): аудит и рефакторинг дашборда — performance, UX, accessibility",6,433,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_styles.html
d43afe8e,2026-04-16,"Docs: аудит дашборда — current-sprint, problems-solved, decisions + удалён import json",4,41,❓review,no-heuristic-match,backend/ui/views/dashboard.py
2e61a85d,2026-04-16,"Fix(Dashboard): отчёты JSON→HTML, модалка задач, фильтры, пустые блоки",7,322,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_styles.html
95019326,2026-04-16,"Fix(Dashboard): отчёты в модалке, TaskType плашки, grid align-items:start",4,200,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_create_partial.html
cfee9de2,2026-04-16,Fix(Reports): добавлен tasks_done в текстовый формат отчёта,1,2,🟠ux-gated,fix+ui-touched,backend/ui/views/reports.py
bea6f091,2026-04-16,Fix(UI): TaskType плашки — цветные иконки из справочника,2,45,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_create_partial.html
605fde33,2026-04-16,"UI(v2): цветные плашки TaskType — фон/текст/рамка на всю карточку, как в справочнике",2,42,🟠ux-gated,ui-subject,backend/templates/ui/_v2/task_create_partial.html
0a946c99,2026-04-16,UI(v2): зелёная обводка + галочка при выборе типа задачи,2,14,🟠ux-gated,ui-subject,backend/templates/ui/_v2/task_create_partial.html
65224fd2,2026-04-16,Fix(UI): V2Modal — выполнение <script> из partial после innerHTML,1,11,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_modal.html
62ee7198,2026-04-16,"UI(v2): перестройка дашборда — 4 строки, одинаковая высота, 2 столбца для компаний",2,140,🟠ux-gated,ui-subject,backend/templates/ui/_v2/v2_styles.html
133808cc,2026-04-16,"UI(v2): компании без задач — 10 шт, больше воздуха между элементами",2,10,🟠ux-gated,ui-subject,backend/templates/ui/dashboard_v2.html
67828690,2026-04-16,"UI(v2): компании без задач — убрана полоска после заголовка, вертикальный разделитель между столбцами",1,27,🟠ux-gated,ui-subject,backend/templates/ui/dashboard_v2.html
c7a33bc9,2026-04-16,Fix(UI): создание задачи — assigned_to не обязательное + сохранение due_at при ре-рендере,2,4,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_create_partial.html
1d7a1868,2026-04-16,Fix(UI): V2Modal — сброс dirty после успешного HTML-ответа (комментарий),1,2,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v2_modal.html
f5ea32c3,2026-04-16,Fix(UI): сброс dirty после отправки комментария в task_view_partial,2,4,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_view_partial.html
190aee3f,2026-04-16,"Harden(Security+DB+Perf+DevOps): мастер-план Фазы 1-5 — безопасность, индексы, зависимости, производительность, DevOps",70,2805,🟠ux-gated,touches-templates-or-static,Dockerfile.staging
dd23bea4,2026-04-16,Fix(Migrations): phonebridge QR token_hash — исправлен конфликт _like индексов,3,29,❓review,fix+models-or-migrations,backend/phonebridge/migrations/0010_qr_token_hash.py
c0881b33,2026-04-16,UI(v2): CSS консолидация фильтр-бара + focus trap для модалки,4,241,🟠ux-gated,ui-subject,backend/templates/ui/_v2/v2_modal.html
0aae615a,2026-04-16,Refactor(UI): _apply_company_filters — разбит на 5 подфункций (445→57 строк),1,760,🟠ux-gated,refactor+ui-touched,backend/ui/views/_base.py
1302c8d7,2026-04-16,Test(core): 145 тестов для core/ пакета — с нуля до полного покрытия,1,1142,🔵refactor,tests-only,backend/core/tests.py
64c19a5a,2026-04-16,"Fix(Core): убраны пустые f-строки (F541, 21 правка)",6,43,🟠ux-gated,fix+ui-touched,backend/amocrm/migrate.py
2cda359f,2026-04-17,Feat(DX): Claude Code skill routing + operational hooks + ruff,13,626,🟡featured,feat-subject-backend,.claude/hooks/block-prod.py
667fbae6,2026-04-17,UI(Dashboard): Accessibility + UX-полировка по аудиту 2026-04-17,4,331,🟠ux-gated,ui-subject,.claude/settings.json
2a226fe8,2026-04-17,Perf(Dashboard): 3 индекса БД + инвалидация кэша TaskType,5,74,🟢ops,ops-subject,backend/companies/migrations/0053_company_dashboard_indexes.py
be88074d,2026-04-17,Harden(Dashboard): P0 security + refactor + 40 тестов по аудиту,5,1157,🟠ux-gated,fix+ui-touched,backend/accounts/middleware.py
7042cd94,2026-04-17,Fix(Dashboard): week preview limit 3 + обновлены устаревшие тесты,3,15,🟠ux-gated,touches-templates-or-static,backend/templates/ui/dashboard_v2.html
9c8c4ab1,2026-04-17,Fix(Dashboard): test_view_all_links — проверка обоих вариантов экранирования амперсанда,1,9,🔵refactor,tests-only,backend/ui/tests/test_dashboard.py
3486f759,2026-04-17,"Docs: sprint log — Dashboard audit response, 7 раундов, 78 тестов OK",1,63,⚫trivial,docs-only,docs/current-sprint.md
28bbe975,2026-04-17,Harden(Dashboard): CSP-safe для прода (strict script-src с nonce),2,30,🟠ux-gated,touches-templates-or-static,backend/templates/ui/base.html
558e1347,2026-04-17,Harden(DX): block-prod read-only mode через файл-маркер,2,88,🟢ops,fix-subject-internal,.claude/hooks/block-prod.py
8b69ae72,2026-04-17,Docs(Analytics): полный аудит и дизайн KPI-дашбордов для 5 ролей,2,118,⚫trivial,docs-only,docs/current-sprint.md
8c1952cc,2026-04-17,Docs(BigRelease): фиксация решений по Q&A + 6 ролей + root cause почты,2,122,⚫trivial,docs-only,docs/decisions.md
64a1f209,2026-04-17,Docs(BigRelease): финальные open-items — Fernet/FCM/messenger на проде подтверждены,1,6,⚫trivial,docs-only,docs/decisions.md
2869533e,2026-04-17,"Harden(BigRelease): 5 P0-фиксов по аудиту — policy, PII, rate-limit, thresholds",7,189,🟠ux-gated,fix+ui-touched,backend/accounts/middleware.py
479e7fae,2026-04-17,UI(BigRelease): CSP-safe шаблоны — убраны inline onclick/onchange,2,111,🟠ux-gated,ui-subject,backend/templates/ui/company_list_v2.html
ff6203c1,2026-04-17,"Docs(BigRelease): sprint log — Трек A (7 P0-фиксов) на staging, 78 тестов OK",1,28,⚫trivial,docs-only,docs/current-sprint.md
5c6fbb93,2026-04-17,Feat(BigRelease): F1 — Дизайн-система v3 (токены + 10 компонентов),2,620,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/v3_styles.html
6db6ff8c,2026-04-17,Feat(BigRelease): F0d quick-wins + F1 v3 подключение к v2-страницам,10,112,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
51b01e35,2026-04-17,Docs(BigRelease): sprint log — F0d audit + 5 quick-wins + F1 v3 integrated,1,35,⚫trivial,docs-only,docs/current-sprint.md
f76b1340,2026-04-17,"Feat(BigRelease): F2 — cross-cutting фиксы (alert→Toast, local TZ helpers)",2,95,🟠ux-gated,touches-templates-or-static,backend/core/timezone_utils.py
f8f0d757,2026-04-17,Docs(BigRelease): sprint log — F2 карта взаимосвязей завершена,1,24,⚫trivial,docs-only,docs/current-sprint.md
38a7ea48,2026-04-17,"Feat(Tasks): F3 — TZ fix, IDOR guard, aria-sort, empty state с CTA, CSP-safe confirm",2,99,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
b86f7fba,2026-04-17,Docs(BigRelease): sprint log — F3 Round 1 (Задачи) 134 теста OK,1,20,⚫trivial,docs-only,docs/current-sprint.md
0d0dfaed,2026-04-17,"Feat(Tasks): F3 Round 2 — perf, cleanup F811, bulk confirm, focus trap popover",2,200,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
3c46978b,2026-04-17,"Docs(BigRelease): sprint log — F3 Round 2 завершён, Задачи полностью готовы",1,13,⚫trivial,docs-only,docs/current-sprint.md
ab29f26f,2026-04-17,"Feat(Companies): F4 Round 1 — multi-value, contract_until sort, F811 cleanup",2,33,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_list_v2.html
fb2aac0b,2026-04-17,Docs(BigRelease): sprint log — F4 Round 1 (Компании — частично) 134 OK,1,20,⚫trivial,docs-only,docs/current-sprint.md
364b7ad6,2026-04-18,Harden(Chat): F5 R1 — унификация auto_assign (P0 из chat-audit),2,111,🟢ops,fix-subject-internal,backend/messenger/assignment_services/auto_assign.py
48e39bda,2026-04-18,"Fix(Chat): F5 R1 patch — refresh без .only, sync in-memory instance",1,22,🟢ops,fix-subject-internal,backend/messenger/signals.py
c53aa520,2026-04-18,Fix(Chat): routing всегда при create для переопределения branch по региону,1,28,🟢ops,fix-subject-internal,backend/messenger/signals.py
441ccb70,2026-04-18,Revert(Chat): откат F5 R1 — unify требует глубокого рефактора services,2,123,❓review,no-heuristic-match,backend/messenger/assignment_services/auto_assign.py
04762e54,2026-04-18,Feat(Settings): F8 quick-win — вкладка «Безопасность» в preferences.html,2,75,🟠ux-gated,touches-templates-or-static,backend/templates/ui/preferences.html
4223d4f4,2026-04-18,Docs(BigRelease): sprint log — F8 security tab + F5 R1 revert rationale,1,33,⚫trivial,docs-only,docs/current-sprint.md
3cc9ca19,2026-04-18,Feat(Mail): F6 R1 — SMTP onboarding UI в /admin/mail/setup/ (Fernet re-save),5,388,🟠ux-gated,touches-templates-or-static,backend/templates/ui/settings/dashboard_v2.html
00c496f6,2026-04-18,Docs(BigRelease): sprint log — F6 R1 SMTP onboarding UI,1,34,⚫trivial,docs-only,docs/current-sprint.md
4ad10d0e,2026-04-18,Feat(Chat): F5 — UserAbsence модель + исключение из auto_assign + F821 cleanup,3,220,🟡featured,feat-subject-backend,backend/accounts/migrations/0015_user_absence.py
29a0e952,2026-04-18,Feat(Settings): F5 UserAbsence UI — вкладка «Отсутствие» в /settings/,4,222,🟠ux-gated,touches-templates-or-static,backend/templates/ui/preferences.html
fd584122,2026-04-18,Docs(BigRelease): sprint log — F5 UserAbsence backend + UI завершены,1,29,⚫trivial,docs-only,docs/current-sprint.md
798608cc,2026-04-18,Feat(Chat): F5 — понедельная ротация общих регионов (Q8 из roadmap),1,69,🟡featured,feat-subject-backend,backend/messenger/assignment_services/region_router.py
061432ae,2026-04-18,Feat(Chat): F5 — понедельная ротация общих регионов (Q8),2,66,🟡featured,feat-subject-backend,backend/messenger/assignment_services/region_router.py
5f5add54,2026-04-18,"Docs(Chat): F5 — понедельная ротация, фиксация решения + test env issue",2,68,⚫trivial,docs-only,docs/current-sprint.md
0dfeed17,2026-04-18,Feat(Chat): F5 — off-hours заявка вне рабочих часов (backend),7,641,🟡featured,feat-subject-backend,backend/crm/urls.py
6672fc7d,2026-04-18,Tests(Chat): F5 off-hours — обход SECURE_SSL_REDIRECT через override_settings,1,12,🔵refactor,tests-only,backend/messenger/tests/test_widget_offhours.py
a1eac52a,2026-04-18,Fix(Chat): F5 off-hours — убрать updated_at из update_fields + foreign manager → 404,2,6,🟢ops,fix-subject-internal,backend/messenger/tests/test_widget_offhours.py
70336940,2026-04-18,UI(Chat): F5 — off-hours форма в виджете,2,272,🟠ux-gated,ui-subject,backend/messenger/static/messenger/widget.css
2db6b21a,2026-04-18,UI(Chat): F5 — кнопка «Я связался» и статус-бейдж WAITING_OFFLINE,1,33,🟠ux-gated,ui-subject,backend/messenger/static/messenger/operator-panel.js
26277fd1,2026-04-18,Docs(Chat): F5 off-hours form — фиксация завершения,1,41,⚫trivial,docs-only,docs/current-sprint.md
d97c6d9d,2026-04-18,Refactor(Chat): F5 R2 — RR queue per-branch (фикс cross-branch routing),4,289,🔵refactor,refactor-subject,backend/messenger/assignment_services/round_robin.py
bdcc8ec2,2026-04-18,Feat(Mailer): F6 R2 — расширенный SMTP onboarding (host/port/from/лимиты/toggle),5,447,🟠ux-gated,touches-templates-or-static,backend/templates/ui/settings/mail_setup.html
f680ae6a,2026-04-18,Docs(Mailer): F6 R2 + F5 R2 — фиксация в current-sprint,1,37,⚫trivial,docs-only,docs/current-sprint.md
c7ccbaae,2026-04-18,Feat(Analytics): F7 R1 — ролевой KPI-дашборд MANAGER (MVP),7,649,🟠ux-gated,touches-templates-or-static,backend/templates/ui/analytics_v2/manager.html
49a89797,2026-04-18,Fix(Analytics): F7 R1 тест — безопасные дельты для month-счётчика,1,17,🟢ops,fix-subject-internal,backend/ui/tests_analytics_v2.py
4ee7295e,2026-04-18,Feat(Analytics): F7 R2 — дашборды SALES_HEAD/BRANCH_DIRECTOR/GROUP_MANAGER/TENDERIST + Chart.js,8,930,🟠ux-gated,touches-templates-or-static,backend/templates/ui/analytics_v2/_shared.html
3db77e56,2026-04-18,Docs(Analytics): F7 R1+R2 — фиксация в current-sprint,1,28,⚫trivial,docs-only,docs/current-sprint.md
afd83b82,2026-04-18,Feat(CI): F11 — crm/settings_test.py для прогона регрессии,1,45,🟡featured,feat-subject-backend,backend/crm/settings_test.py
b792620b,2026-04-18,Feat(Companies): F4 R2 — timeline pagination + partial extract,5,370,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_partials/_company_timeline_items.html
fb953658,2026-04-18,UI(Help): F8 R2 — содержательная страница помощи с FAQ,1,345,🟠ux-gated,ui-subject,backend/templates/ui/help.html
02f59b96,2026-04-18,Docs: F4 R2 + F8 R2 + F11 settings_test — фиксация в current-sprint,1,29,⚫trivial,docs-only,docs/current-sprint.md
97de56d8,2026-04-18,Harden(CI): F11 — ruff/secret-scan/pip-audit + ALLOWED_HOSTS & CSRF_TRUSTED_ORIGINS guard,2,83,🟢ops,ops-subject,.github/workflows/ci.yml
26ef58f9,2026-04-18,Feat(QA): F10 — Playwright E2E smoke-тесты для staging,5,205,🟡featured,feat-subject-backend,e2e/.gitignore
e3e49fd4,2026-04-18,Feat(Android): F9 — endpoint /api/phone/app/latest/ для auto-update,3,152,🟡featured,feat-subject-backend,backend/crm/urls.py
479c6e05,2026-04-18,Fix(Settings): ослабить ALLOWED_HOSTS/CSRF валидацию (не ломать staging),1,23,🟢ops,only-ops-files,backend/crm/settings.py
2b839cc4,2026-04-18,Fix(Android): F9 — добавить throttle rate для mobile_app_latest,1,3,🟢ops,only-ops-files,backend/crm/settings.py
e4ddbc8c,2026-04-18,Docs: F9 + F10 + F11 rest — фиксация в current-sprint,1,33,⚫trivial,docs-only,docs/current-sprint.md
39aad64d,2026-04-18,Fix(CI): test env выключает MESSENGER_WIDGET_STRICT_ORIGIN,1,7,🟢ops,ops-subject,backend/crm/settings_test.py
e9db8f0e,2026-04-18,Feat(Android): F9 UI — кастомная админ-страница /admin/mobile-apps/,5,423,🟠ux-gated,touches-templates-or-static,backend/templates/ui/settings/mobile_apps.html
a76144ea,2026-04-18,Feat(Monitoring): F11 — /metrics endpoint (Prometheus exposition format),4,167,🟡featured,feat-subject-backend,backend/crm/settings.py
c6c00936,2026-04-18,Feat(QA): F10 R2 — E2E flows.spec.ts (create-company/task/analytics/apps),1,166,🟡featured,feat-subject-backend,e2e/tests/flows.spec.ts
6db06f07,2026-04-18,Docs: финальный добив долгов — фиксация всех 4 закрытых задач,1,34,⚫trivial,docs-only,docs/current-sprint.md
597c25e5,2026-04-18,Fix(UI): убрать артефакты многострочных {# #} Django-комментариев,4,31,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_partials/_company_timeline_items.html
9e727c48,2026-04-18,Feat(Tasks): модалка «Новая задача» — AJAX-поиск компании вместо select со всем списком,2,249,🟠ux-gated,touches-templates-or-static,backend/templates/ui/_v2/task_create_partial.html
4410db0c,2026-04-18,UI(Tasks): bulk-toolbar — выровнены высоты + confirm-модалка через V2Modal,1,263,🟠ux-gated,ui-subject,backend/templates/ui/task_list_v2.html
6a35e89d,2026-04-18,Fix(Tasks): bulk toolbar + обрезание имени компании,1,58,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
d24b020e,2026-04-18,Fix(Tasks): реальный фикс обрезания компании и типа задачи,1,30,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
